Product_ID,Product_Name,Category,Units_Sold,Revenue,Selling_Price,Cost_Price,Order_Date,Customer_Region
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-03-08,South
P032,Product_32,Sports,2,842,421,301,2024-03-08,North
P033,Product_33,Sports,2,866,433,239,2024-03-08,South
P035,Product_35,Home & Kitchen,2,564,282,262,2024-03-08,East
P036,Product_36,Books,2,562,281,257,2024-03-08,East
P037,Product_37,Home & Kitchen,2,894,447,286,2024-03-08,East
P038,Product_38,Books,4,2036,509,387,2024-03-08,West
P039,Product_39,Electronics,2,924,462,416,2024-03-08,West
P040,Product_40,Clothing,4,1032,258,102,2024-03-08,East
P041,Product_41,Sports,3,1089,363,329,2024-03-08,West
P042,Product_42,Electronics,1,568,568,459,2024-03-08,East
P043,Product_43,Sports,3,981,327,266,2024-03-08,South
P044,Product_44,Clothing,6,2664,444,301,2024-03-08,West
P045,Product_45,Clothing,4,1740,435,237,2024-03-08,East
P046,Product_46,Electronics,2,1022,511,429,2024-03-08,West
P047,Product_47,Clothing,6,1230,205,90,2024-03-08,North
P048,Product_48,Books,3,831,277,206,2024-03-08,North
P049,Product_49,Clothing,2,358,179,64,2024-03-08,East
P050,Product_50,Sports,5,2505,501,350,2024-03-08,East
P001,Product_1,Sports,4,900,225,141,2024-03-09,East
P002,Product_2,Books,2,1048,524,416,2024-03-09,North
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-03-09,West
P004,Product_4,Books,2,1010,505,477,2024-03-09,North
P005,Product_5,Books,1,420,420,313,2024-03-09,East
P006,Product_6,Clothing,3,1884,628,480,2024-03-09,East
P007,Product_7,Home & Kitchen,2,478,239,84,2024-03-09,East
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-03-09,East
P009,Product_9,Home & Kitchen,5,1440,288,130,2024-03-09,East
P010,Product_10,Books,3,1707,569,469,2024-03-09,East
P011,Product_11,Sports,2,508,254,99,2024-03-09,South
P013,Product_13,Books,2,1238,619,437,2024-03-09,South
P014,Product_14,Clothing,2,206,103,51,2024-03-09,South
P015,Product_15,Sports,5,2905,581,439,2024-03-09,North
P016,Product_16,Clothing,1,127,127,103,2024-03-09,West
P017,Product_17,Sports,1,215,215,155,2024-03-09,East
P018,Product_18,Books,2,712,356,309,2024-03-09,South
P019,Product_19,Electronics,2,1026,513,359,2024-03-09,North
P020,Product_20,Sports,3,993,331,240,2024-03-09,West
P021,Product_21,Clothing,1,482,482,451,2024-03-09,East
P022,Product_22,Books,2,896,448,267,2024-03-09,East
P023,Product_23,Sports,1,145,145,93,2024-03-09,West
P025,Product_25,Electronics,4,1684,421,251,2024-03-09,West
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-03-09,West
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-03-09,North
P028,Product_28,Clothing,4,2072,518,400,2024-03-09,South
P029,Product_29,Sports,4,2176,544,353,2024-03-09,East
P030,Product_30,Sports,6,2658,443,320,2024-03-09,South
P031,Product_31,Home & Kitchen,3,954,318,264,2024-03-09,West
P032,Product_32,Sports,4,1684,421,301,2024-03-09,East
P033,Product_33,Sports,1,433,433,239,2024-03-09,East
P034,Product_34,Electronics,4,1980,495,345,2024-03-09,South
P035,Product_35,Home & Kitchen,5,1410,282,262,2024-03-09,South
P037,Product_37,Home & Kitchen,1,447,447,286,2024-03-09,East
P038,Product_38,Books,5,2545,509,387,2024-03-09,North
P039,Product_39,Electronics,5,2310,462,416,2024-03-09,West
P040,Product_40,Clothing,5,1290,258,102,2024-03-09,South
P041,Product_41,Sports,3,1089,363,329,2024-03-09,East
P042,Product_42,Electronics,3,1704,568,459,2024-03-09,South
P043,Product_43,Sports,5,1635,327,266,2024-03-09,East
P044,Product_44,Clothing,4,1776,444,301,2024-03-09,North
P045,Product_45,Clothing,2,870,435,237,2024-03-09,South
P046,Product_46,Electronics,1,511,511,429,2024-03-09,East
P047,Product_47,Clothing,3,615,205,90,2024-03-09,South
P048,Product_48,Books,3,831,277,206,2024-03-09,East
P049,Product_49,Clothing,5,895,179,64,2024-03-09,West
P050,Product_50,Sports,5,2505,501,350,2024-03-09,East
P001,Product_1,Sports,4,900,225,141,2024-03-10,East
P002,Product_2,Books,2,1048,524,416,2024-03-10,East
P003,Product_3,Home & Kitchen,1,583,583,493,2024-03-10,East
P004,Product_4,Books,4,2020,505,477,2024-03-10,West
P005,Product_5,Books,2,840,420,313,2024-03-10,North
P006,Product_6,Clothing,2,1256,628,480,2024-03-10,West
P007,Product_7,Home & Kitchen,3,717,239,84,2024-03-10,North
P008,Product_8,Home & Kitchen,1,337,337,255,2024-03-10,North
P009,Product_9,Home & Kitchen,3,864,288,130,2024-03-10,West
P010,Product_10,Books,3,1707,569,469,2024-03-10,South
P011,Product_11,Sports,10,2540,254,99,2024-03-10,North
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-03-10,West
P013,Product_13,Books,2,1238,619,437,2024-03-10,East
P014,Product_14,Clothing,3,309,103,51,2024-03-10,West
P015,Product_15,Sports,9,5229,581,439,2024-03-10,North
P016,Product_16,Clothing,3,381,127,103,2024-03-10,South
P017,Product_17,Sports,2,430,215,155,2024-03-10,South
P018,Product_18,Books,2,712,356,309,2024-03-10,South
P019,Product_19,Electronics,2,1026,513,359,2024-03-10,East
P020,Product_20,Sports,2,662,331,240,2024-03-10,West
P021,Product_21,Clothing,2,964,482,451,2024-03-10,West
P022,Product_22,Books,4,1792,448,267,2024-03-10,South
P023,Product_23,Sports,1,145,145,93,2024-03-10,East
P025,Product_25,Electronics,2,842,421,251,2024-03-10,South
P026,Product_26,Home & Kitchen,7,4032,576,495,2024-03-10,North
P027,Product_27,Home & Kitchen,2,750,375,319,2024-03-10,West
P028,Product_28,Clothing,2,1036,518,400,2024-03-10,East
P029,Product_29,Sports,3,1632,544,353,2024-03-10,South
P030,Product_30,Sports,3,1329,443,320,2024-03-10,East
P031,Product_31,Home & Kitchen,2,636,318,264,2024-03-10,North
P032,Product_32,Sports,4,1684,421,301,2024-03-10,North
P033,Product_33,Sports,5,2165,433,239,2024-03-10,West
P034,Product_34,Electronics,4,1980,495,345,2024-03-10,East
P035,Product_35,Home & Kitchen,2,564,282,262,2024-03-10,South
P036,Product_36,Books,5,1405,281,257,2024-03-10,South
P037,Product_37,Home & Kitchen,2,894,447,286,2024-03-10,South
P038,Product_38,Books,2,1018,509,387,2024-03-10,West
P039,Product_39,Electronics,4,1848,462,416,2024-03-10,North
P040,Product_40,Clothing,4,1032,258,102,2024-03-10,South
P041,Product_41,Sports,2,726,363,329,2024-03-10,West
P042,Product_42,Electronics,6,3408,568,459,2024-03-10,West
P043,Product_43,Sports,3,981,327,266,2024-03-10,West
P044,Product_44,Clothing,7,3108,444,301,2024-03-10,West
P045,Product_45,Clothing,1,435,435,237,2024-03-10,West
P046,Product_46,Electronics,1,511,511,429,2024-03-10,West
P047,Product_47,Clothing,2,410,205,90,2024-03-10,North
P049,Product_49,Clothing,4,716,179,64,2024-03-10,North
P050,Product_50,Sports,5,2505,501,350,2024-03-10,South
P001,Product_1,Sports,2,450,225,141,2024-03-11,East
P002,Product_2,Books,1,524,524,416,2024-03-11,North
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-03-11,East
P004,Product_4,Books,9,4545,505,477,2024-03-11,South
P005,Product_5,Books,3,1260,420,313,2024-03-11,North
P006,Product_6,Clothing,2,1256,628,480,2024-03-11,North
P007,Product_7,Home & Kitchen,6,1434,239,84,2024-03-11,South
P008,Product_8,Home & Kitchen,5,1685,337,255,2024-03-11,South
P009,Product_9,Home & Kitchen,1,288,288,130,2024-03-11,East
P010,Product_10,Books,1,569,569,469,2024-03-11,East
P011,Product_11,Sports,4,1016,254,99,2024-03-11,South
P013,Product_13,Books,1,619,619,437,2024-03-11,North
P014,Product_14,Clothing,1,103,103,51,2024-03-11,West
P015,Product_15,Sports,2,1162,581,439,2024-03-11,East
P016,Product_16,Clothing,6,762,127,103,2024-03-11,South
P017,Product_17,Sports,2,430,215,155,2024-03-11,North
P018,Product_18,Books,8,2848,356,309,2024-03-11,North
P019,Product_19,Electronics,2,1026,513,359,2024-03-11,East
P020,Product_20,Sports,1,331,331,240,2024-03-11,East
P021,Product_21,Clothing,3,1446,482,451,2024-03-11,West
P022,Product_22,Books,2,896,448,267,2024-03-11,East
P023,Product_23,Sports,2,290,145,93,2024-03-11,West
P024,Product_24,Electronics,1,278,278,211,2024-03-11,South
P025,Product_25,Electronics,4,1684,421,251,2024-03-11,East
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-03-11,West
P027,Product_27,Home & Kitchen,1,375,375,319,2024-03-11,East
P028,Product_28,Clothing,2,1036,518,400,2024-03-11,South
P029,Product_29,Sports,2,1088,544,353,2024-03-11,South
P030,Product_30,Sports,2,886,443,320,2024-03-11,West
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-03-11,North
P032,Product_32,Sports,8,3368,421,301,2024-03-11,South
P033,Product_33,Sports,5,2165,433,239,2024-03-11,South
P034,Product_34,Electronics,2,990,495,345,2024-03-11,South
P035,Product_35,Home & Kitchen,4,1128,282,262,2024-03-11,South
P036,Product_36,Books,2,562,281,257,2024-03-11,North
P037,Product_37,Home & Kitchen,3,1341,447,286,2024-03-11,South
P038,Product_38,Books,3,1527,509,387,2024-03-11,North
P039,Product_39,Electronics,6,2772,462,416,2024-03-11,East
P040,Product_40,Clothing,7,1806,258,102,2024-03-11,North
P041,Product_41,Sports,3,1089,363,329,2024-03-11,West
P042,Product_42,Electronics,3,1704,568,459,2024-03-11,East
P043,Product_43,Sports,2,654,327,266,2024-03-11,North
P044,Product_44,Clothing,2,888,444,301,2024-03-11,North
P045,Product_45,Clothing,1,435,435,237,2024-03-11,North
P046,Product_46,Electronics,4,2044,511,429,2024-03-11,North
P047,Product_47,Clothing,3,615,205,90,2024-03-11,North
P048,Product_48,Books,1,277,277,206,2024-03-11,North
P049,Product_49,Clothing,4,716,179,64,2024-03-11,West
P050,Product_50,Sports,1,501,501,350,2024-03-11,West
P001,Product_1,Sports,5,1125,225,141,2024-03-12,West
P002,Product_2,Books,4,2096,524,416,2024-03-12,North
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-03-12,East
P004,Product_4,Books,5,2525,505,477,2024-03-12,West
P006,Product_6,Clothing,1,628,628,480,2024-03-12,South
P007,Product_7,Home & Kitchen,1,239,239,84,2024-03-12,South
P008,Product_8,Home & Kitchen,4,1348,337,255,2024-03-12,North
P009,Product_9,Home & Kitchen,2,576,288,130,2024-03-12,East
P010,Product_10,Books,6,3414,569,469,2024-03-12,West
P011,Product_11,Sports,1,254,254,99,2024-03-12,North
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-03-12,East
P013,Product_13,Books,4,2476,619,437,2024-03-12,South
P014,Product_14,Clothing,1,103,103,51,2024-03-12,West
P015,Product_15,Sports,2,1162,581,439,2024-03-12,North
P016,Product_16,Clothing,3,381,127,103,2024-03-12,North
P017,Product_17,Sports,8,1720,215,155,2024-03-12,East
P019,Product_19,Electronics,1,513,513,359,2024-03-12,North
P020,Product_20,Sports,3,993,331,240,2024-03-12,North
P021,Product_21,Clothing,1,482,482,451,2024-03-12,West
P022,Product_22,Books,4,1792,448,267,2024-03-12,South
P023,Product_23,Sports,4,580,145,93,2024-03-12,South
P025,Product_25,Electronics,1,421,421,251,2024-03-12,East
P026,Product_26,Home & Kitchen,6,3456,576,495,2024-03-12,South
P027,Product_27,Home & Kitchen,5,1875,375,319,2024-03-12,East
P028,Product_28,Clothing,2,1036,518,400,2024-03-12,West
P029,Product_29,Sports,3,1632,544,353,2024-03-12,East
P030,Product_30,Sports,7,3101,443,320,2024-03-12,South
P031,Product_31,Home & Kitchen,1,318,318,264,2024-03-12,North
P032,Product_32,Sports,4,1684,421,301,2024-03-12,West
P033,Product_33,Sports,3,1299,433,239,2024-03-12,South
P034,Product_34,Electronics,2,990,495,345,2024-03-12,West
P035,Product_35,Home & Kitchen,2,564,282,262,2024-03-12,East
P036,Product_36,Books,3,843,281,257,2024-03-12,South
P037,Product_37,Home & Kitchen,6,2682,447,286,2024-03-12,North
P038,Product_38,Books,4,2036,509,387,2024-03-12,North
P039,Product_39,Electronics,1,462,462,416,2024-03-12,North
P040,Product_40,Clothing,3,774,258,102,2024-03-12,North
P041,Product_41,Sports,3,1089,363,329,2024-03-12,West
P042,Product_42,Electronics,1,568,568,459,2024-03-12,South
P043,Product_43,Sports,2,654,327,266,2024-03-12,North
P044,Product_44,Clothing,1,444,444,301,2024-03-12,North
P045,Product_45,Clothing,2,870,435,237,2024-03-12,North
P046,Product_46,Electronics,4,2044,511,429,2024-03-12,East
P048,Product_48,Books,2,554,277,206,2024-03-12,South
P050,Product_50,Sports,5,2505,501,350,2024-03-12,West
P001,Product_1,Sports,1,225,225,141,2024-03-13,East
P002,Product_2,Books,1,524,524,416,2024-03-13,East
P003,Product_3,Home & Kitchen,1,583,583,493,2024-03-13,West
P004,Product_4,Books,5,2525,505,477,2024-03-13,North
P005,Product_5,Books,2,840,420,313,2024-03-13,North
P006,Product_6,Clothing,2,1256,628,480,2024-03-13,South
P007,Product_7,Home & Kitchen,2,478,239,84,2024-03-13,North
P008,Product_8,Home & Kitchen,1,337,337,255,2024-03-13,East
P009,Product_9,Home & Kitchen,2,576,288,130,2024-03-13,East
P010,Product_10,Books,1,569,569,469,2024-03-13,East
P011,Product_11,Sports,8,2032,254,99,2024-03-13,West
P012,Product_12,Home & Kitchen,10,5910,591,409,2024-03-13,North
P013,Product_13,Books,3,1857,619,437,2024-03-13,North
P014,Product_14,Clothing,3,309,103,51,2024-03-13,North
P015,Product_15,Sports,5,2905,581,439,2024-03-13,North
P017,Product_17,Sports,2,430,215,155,2024-03-13,South
P018,Product_18,Books,3,1068,356,309,2024-03-13,South
P019,Product_19,Electronics,1,513,513,359,2024-03-13,East
P021,Product_21,Clothing,1,482,482,451,2024-03-13,East
P022,Product_22,Books,2,896,448,267,2024-03-13,West
P024,Product_24,Electronics,6,1668,278,211,2024-03-13,East
P025,Product_25,Electronics,5,2105,421,251,2024-03-13,North
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-03-13,East
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-03-13,East
P028,Product_28,Clothing,1,518,518,400,2024-03-13,South
P029,Product_29,Sports,2,1088,544,353,2024-03-13,North
P030,Product_30,Sports,6,2658,443,320,2024-03-13,West
P031,Product_31,Home & Kitchen,2,636,318,264,2024-03-13,West
P032,Product_32,Sports,5,2105,421,301,2024-03-13,West
P033,Product_33,Sports,5,2165,433,239,2024-03-13,East
P034,Product_34,Electronics,2,990,495,345,2024-03-13,West
P035,Product_35,Home & Kitchen,5,1410,282,262,2024-03-13,West
P036,Product_36,Books,5,1405,281,257,2024-03-13,West
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-03-13,South
P038,Product_38,Books,4,2036,509,387,2024-03-13,North
P039,Product_39,Electronics,1,462,462,416,2024-03-13,South
P041,Product_41,Sports,1,363,363,329,2024-03-13,North
P042,Product_42,Electronics,1,568,568,459,2024-03-13,South
P043,Product_43,Sports,4,1308,327,266,2024-03-13,North
P044,Product_44,Clothing,1,444,444,301,2024-03-13,West
P045,Product_45,Clothing,4,1740,435,237,2024-03-13,West
P046,Product_46,Electronics,3,1533,511,429,2024-03-13,West
P047,Product_47,Clothing,1,205,205,90,2024-03-13,South
P048,Product_48,Books,7,1939,277,206,2024-03-13,West
P049,Product_49,Clothing,2,358,179,64,2024-03-13,East
P050,Product_50,Sports,7,3507,501,350,2024-03-13,North
P001,Product_1,Sports,3,675,225,141,2024-03-14,South
P002,Product_2,Books,4,2096,524,416,2024-03-14,West
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-03-14,West
P004,Product_4,Books,3,1515,505,477,2024-03-14,North
P005,Product_5,Books,2,840,420,313,2024-03-14,West
P006,Product_6,Clothing,3,1884,628,480,2024-03-14,West
P007,Product_7,Home & Kitchen,3,717,239,84,2024-03-14,North
P008,Product_8,Home & Kitchen,4,1348,337,255,2024-03-14,North
P009,Product_9,Home & Kitchen,2,576,288,130,2024-03-14,East
P010,Product_10,Books,1,569,569,469,2024-03-14,East
P011,Product_11,Sports,3,762,254,99,2024-03-14,North
P012,Product_12,Home & Kitchen,5,2955,591,409,2024-03-14,South
P013,Product_13,Books,5,3095,619,437,2024-03-14,East
P014,Product_14,Clothing,1,103,103,51,2024-03-14,North
P015,Product_15,Sports,1,581,581,439,2024-03-14,West
P016,Product_16,Clothing,5,635,127,103,2024-03-14,South
P017,Product_17,Sports,2,430,215,155,2024-03-14,West
P018,Product_18,Books,9,3204,356,309,2024-03-14,East
P019,Product_19,Electronics,1,513,513,359,2024-03-14,West
P020,Product_20,Sports,5,1655,331,240,2024-03-14,South
P021,Product_21,Clothing,7,3374,482,451,2024-03-14,North
P022,Product_22,Books,4,1792,448,267,2024-03-14,North
P023,Product_23,Sports,4,580,145,93,2024-03-14,South
P024,Product_24,Electronics,2,556,278,211,2024-03-14,West
P025,Product_25,Electronics,5,2105,421,251,2024-03-14,West
P026,Product_26,Home & Kitchen,4,2304,576,495,2024-03-14,South
P027,Product_27,Home & Kitchen,7,2625,375,319,2024-03-14,North
P028,Product_28,Clothing,3,1554,518,400,2024-03-14,West
P029,Product_29,Sports,5,2720,544,353,2024-03-14,East
P030,Product_30,Sports,5,2215,443,320,2024-03-14,South
P031,Product_31,Home & Kitchen,2,636,318,264,2024-03-14,East
P032,Product_32,Sports,4,1684,421,301,2024-03-14,East
P033,Product_33,Sports,2,866,433,239,2024-03-14,North
P034,Product_34,Electronics,4,1980,495,345,2024-03-14,South
P036,Product_36,Books,3,843,281,257,2024-03-14,West
P037,Product_37,Home & Kitchen,5,2235,447,286,2024-03-14,West
P038,Product_38,Books,3,1527,509,387,2024-03-14,South
P039,Product_39,Electronics,2,924,462,416,2024-03-14,North
P040,Product_40,Clothing,2,516,258,102,2024-03-14,West
P041,Product_41,Sports,5,1815,363,329,2024-03-14,West
P042,Product_42,Electronics,1,568,568,459,2024-03-14,West
P043,Product_43,Sports,1,327,327,266,2024-03-14,North
P044,Product_44,Clothing,3,1332,444,301,2024-03-14,West
P045,Product_45,Clothing,4,1740,435,237,2024-03-14,West
P046,Product_46,Electronics,1,511,511,429,2024-03-14,East
P047,Product_47,Clothing,7,1435,205,90,2024-03-14,North
P048,Product_48,Books,1,277,277,206,2024-03-14,West
P049,Product_49,Clothing,2,358,179,64,2024-03-14,North
P050,Product_50,Sports,2,1002,501,350,2024-03-14,North
P001,Product_1,Sports,5,1125,225,141,2024-03-15,West
P002,Product_2,Books,3,1572,524,416,2024-03-15,West
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-03-15,North
P004,Product_4,Books,4,2020,505,477,2024-03-15,North
P005,Product_5,Books,2,840,420,313,2024-03-15,North
P006,Product_6,Clothing,2,1256,628,480,2024-03-15,East
P007,Product_7,Home & Kitchen,5,1195,239,84,2024-03-15,South
P008,Product_8,Home & Kitchen,2,674,337,255,2024-03-15,West
P009,Product_9,Home & Kitchen,4,1152,288,130,2024-03-15,East
P011,Product_11,Sports,8,2032,254,99,2024-03-15,East
P012,Product_12,Home & Kitchen,1,591,591,409,2024-03-15,North
P013,Product_13,Books,5,3095,619,437,2024-03-15,South
P014,Product_14,Clothing,2,206,103,51,2024-03-15,West
P015,Product_15,Sports,5,2905,581,439,2024-03-15,East
P016,Product_16,Clothing,1,127,127,103,2024-03-15,West
P017,Product_17,Sports,4,860,215,155,2024-03-15,East
P018,Product_18,Books,3,1068,356,309,2024-03-15,West
P019,Product_19,Electronics,3,1539,513,359,2024-03-15,North
P020,Product_20,Sports,2,662,331,240,2024-03-15,North
P021,Product_21,Clothing,2,964,482,451,2024-03-15,South
P022,Product_22,Books,2,896,448,267,2024-03-15,North
P023,Product_23,Sports,5,725,145,93,2024-03-15,East
P024,Product_24,Electronics,4,1112,278,211,2024-03-15,East
P025,Product_25,Electronics,2,842,421,251,2024-03-15,East
P026,Product_26,Home & Kitchen,4,2304,576,495,2024-03-15,East
P027,Product_27,Home & Kitchen,6,2250,375,319,2024-03-15,North
P028,Product_28,Clothing,6,3108,518,400,2024-03-15,North
P029,Product_29,Sports,2,1088,544,353,2024-03-15,South
P030,Product_30,Sports,1,443,443,320,2024-03-15,West
P031,Product_31,Home & Kitchen,2,636,318,264,2024-03-15,South
P032,Product_32,Sports,2,842,421,301,2024-03-15,West
P033,Product_33,Sports,4,1732,433,239,2024-03-15,North
P034,Product_34,Electronics,2,990,495,345,2024-03-15,East
P035,Product_35,Home & Kitchen,3,846,282,262,2024-03-15,South
P036,Product_36,Books,3,843,281,257,2024-03-15,South
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-03-15,North
P038,Product_38,Books,2,1018,509,387,2024-03-15,West
P039,Product_39,Electronics,2,924,462,416,2024-03-15,South
P040,Product_40,Clothing,2,516,258,102,2024-03-15,West
P041,Product_41,Sports,1,363,363,329,2024-03-15,South
P042,Product_42,Electronics,4,2272,568,459,2024-03-15,East
P043,Product_43,Sports,1,327,327,266,2024-03-15,North
P044,Product_44,Clothing,4,1776,444,301,2024-03-15,West
P045,Product_45,Clothing,7,3045,435,237,2024-03-15,North
P046,Product_46,Electronics,4,2044,511,429,2024-03-15,North
P047,Product_47,Clothing,2,410,205,90,2024-03-15,West
P048,Product_48,Books,2,554,277,206,2024-03-15,West
P049,Product_49,Clothing,6,1074,179,64,2024-03-15,South
P050,Product_50,Sports,1,501,501,350,2024-03-15,West
P001,Product_1,Sports,2,450,225,141,2024-03-16,North
P002,Product_2,Books,3,1572,524,416,2024-03-16,North
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-03-16,West
P004,Product_4,Books,6,3030,505,477,2024-03-16,West
P005,Product_5,Books,3,1260,420,313,2024-03-16,South
P006,Product_6,Clothing,3,1884,628,480,2024-03-16,South
P007,Product_7,Home & Kitchen,4,956,239,84,2024-03-16,South
P009,Product_9,Home & Kitchen,3,864,288,130,2024-03-16,North
P010,Product_10,Books,4,2276,569,469,2024-03-16,West
P011,Product_11,Sports,8,2032,254,99,2024-03-16,East
P012,Product_12,Home & Kitchen,3,1773,591,409,2024-03-16,West
P013,Product_13,Books,1,619,619,437,2024-03-16,West
P014,Product_14,Clothing,4,412,103,51,2024-03-16,South
P015,Product_15,Sports,1,581,581,439,2024-03-16,East
P016,Product_16,Clothing,3,381,127,103,2024-03-16,West
P017,Product_17,Sports,1,215,215,155,2024-03-16,East
P018,Product_18,Books,6,2136,356,309,2024-03-16,East
P019,Product_19,Electronics,3,1539,513,359,2024-03-16,West
P020,Product_20,Sports,3,993,331,240,2024-03-16,South
P021,Product_21,Clothing,5,2410,482,451,2024-03-16,South
P022,Product_22,Books,6,2688,448,267,2024-03-16,West
P023,Product_23,Sports,1,145,145,93,2024-03-16,East
P024,Product_24,Electronics,3,834,278,211,2024-03-16,East
P025,Product_25,Electronics,2,842,421,251,2024-03-16,South
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-03-16,South
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-03-16,South
P028,Product_28,Clothing,3,1554,518,400,2024-03-16,East
P029,Product_29,Sports,1,544,544,353,2024-03-16,East
P030,Product_30,Sports,1,443,443,320,2024-03-16,South
P031,Product_31,Home & Kitchen,1,318,318,264,2024-03-16,South
P032,Product_32,Sports,4,1684,421,301,2024-03-16,East
P033,Product_33,Sports,1,433,433,239,2024-03-16,North
P034,Product_34,Electronics,2,990,495,345,2024-03-16,East
P035,Product_35,Home & Kitchen,1,282,282,262,2024-03-16,West
P036,Product_36,Books,3,843,281,257,2024-03-16,West
P037,Product_37,Home & Kitchen,1,447,447,286,2024-03-16,East
P038,Product_38,Books,2,1018,509,387,2024-03-16,West
P039,Product_39,Electronics,2,924,462,416,2024-03-16,North
P040,Product_40,Clothing,4,1032,258,102,2024-03-16,North
P041,Product_41,Sports,3,1089,363,329,2024-03-16,North
P042,Product_42,Electronics,1,568,568,459,2024-03-16,West
P043,Product_43,Sports,4,1308,327,266,2024-03-16,South
P044,Product_44,Clothing,2,888,444,301,2024-03-16,North
P045,Product_45,Clothing,3,1305,435,237,2024-03-16,North
P046,Product_46,Electronics,4,2044,511,429,2024-03-16,South
P047,Product_47,Clothing,2,410,205,90,2024-03-16,East
P048,Product_48,Books,3,831,277,206,2024-03-16,South
P049,Product_49,Clothing,4,716,179,64,2024-03-16,East
P050,Product_50,Sports,2,1002,501,350,2024-03-16,East
P001,Product_1,Sports,2,450,225,141,2024-03-17,South
P002,Product_2,Books,3,1572,524,416,2024-03-17,North
P003,Product_3,Home & Kitchen,8,4664,583,493,2024-03-17,East
P004,Product_4,Books,5,2525,505,477,2024-03-17,South
P005,Product_5,Books,2,840,420,313,2024-03-17,North
P006,Product_6,Clothing,3,1884,628,480,2024-03-17,East
P007,Product_7,Home & Kitchen,2,478,239,84,2024-03-17,West
P009,Product_9,Home & Kitchen,3,864,288,130,2024-03-17,North
P010,Product_10,Books,2,1138,569,469,2024-03-17,South
P011,Product_11,Sports,4,1016,254,99,2024-03-17,West
P012,Product_12,Home & Kitchen,1,591,591,409,2024-03-17,South
P013,Product_13,Books,3,1857,619,437,2024-03-17,East
P014,Product_14,Clothing,3,309,103,51,2024-03-17,North
P015,Product_15,Sports,2,1162,581,439,2024-03-17,West
P016,Product_16,Clothing,2,254,127,103,2024-03-17,West
P017,Product_17,Sports,4,860,215,155,2024-03-17,West
P018,Product_18,Books,3,1068,356,309,2024-03-17,East
P019,Product_19,Electronics,4,2052,513,359,2024-03-17,North
P020,Product_20,Sports,2,662,331,240,2024-03-17,North
P021,Product_21,Clothing,2,964,482,451,2024-03-17,East
P022,Product_22,Books,2,896,448,267,2024-03-17,South
P023,Product_23,Sports,6,870,145,93,2024-03-17,West
P025,Product_25,Electronics,2,842,421,251,2024-03-17,South
P026,Product_26,Home & Kitchen,4,2304,576,495,2024-03-17,East
P027,Product_27,Home & Kitchen,1,375,375,319,2024-03-17,South
P028,Product_28,Clothing,3,1554,518,400,2024-03-17,South
P029,Product_29,Sports,4,2176,544,353,2024-03-17,East
P030,Product_30,Sports,2,886,443,320,2024-03-17,West
P031,Product_31,Home & Kitchen,2,636,318,264,2024-03-17,South
P032,Product_32,Sports,3,1263,421,301,2024-03-17,North
P033,Product_33,Sports,5,2165,433,239,2024-03-17,South
P034,Product_34,Electronics,4,1980,495,345,2024-03-17,South
P035,Product_35,Home & Kitchen,2,564,282,262,2024-03-17,North
P036,Product_36,Books,1,281,281,257,2024-03-17,West
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-03-17,North
P038,Product_38,Books,7,3563,509,387,2024-03-17,West
P039,Product_39,Electronics,8,3696,462,416,2024-03-17,East
P040,Product_40,Clothing,4,1032,258,102,2024-03-17,East
P041,Product_41,Sports,4,1452,363,329,2024-03-17,South
P042,Product_42,Electronics,2,1136,568,459,2024-03-17,South
P043,Product_43,Sports,3,981,327,266,2024-03-17,East
P044,Product_44,Clothing,3,1332,444,301,2024-03-17,North
P045,Product_45,Clothing,2,870,435,237,2024-03-17,East
P046,Product_46,Electronics,5,2555,511,429,2024-03-17,West
P047,Product_47,Clothing,4,820,205,90,2024-03-17,South
P048,Product_48,Books,2,554,277,206,2024-03-17,North
P049,Product_49,Clothing,5,895,179,64,2024-03-17,South
P050,Product_50,Sports,2,1002,501,350,2024-03-17,East
P001,Product_1,Sports,3,675,225,141,2024-03-18,North
P002,Product_2,Books,4,2096,524,416,2024-03-18,East
P003,Product_3,Home & Kitchen,1,583,583,493,2024-03-18,West
P004,Product_4,Books,6,3030,505,477,2024-03-18,East
P005,Product_5,Books,3,1260,420,313,2024-03-18,North
P006,Product_6,Clothing,1,628,628,480,2024-03-18,East
