Product_ID,Product_Name_x,Category_x,Units_Sold,Revenue,Selling_Price_x,Cost_Price_x,Order_Date,Customer_Region,Product_Name_y,Category_y,Cost_Price_y,Selling_Price_y
P029,Product_29,Sports,5,2720,544,353,2024-02-03,South,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,1,443,443,320,2024-02-03,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-03,East,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,2,842,421,301,2024-02-03,North,Formal Trousers,Sports,301,421
P033,Product_33,Sports,3,1299,433,239,2024-02-03,North,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,4,1980,495,345,2024-02-03,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,3,846,282,262,2024-02-03,North,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,8,2248,281,257,2024-02-03,East,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,2,894,447,286,2024-02-03,South,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,2,1018,509,387,2024-02-03,West,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,1,462,462,416,2024-02-03,North,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,1,258,258,102,2024-02-03,West,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,5,1815,363,329,2024-02-03,East,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,2,1136,568,459,2024-02-03,East,Badminton Racket,Electronics,459,568
P044,Product_44,Clothing,2,888,444,301,2024-02-03,West,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,5,2175,435,237,2024-02-03,South,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,4,2044,511,429,2024-02-03,West,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,4,820,205,90,2024-02-03,East,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,4,1108,277,206,2024-02-03,West,Math Workbook,Books,206,277
P049,Product_49,Clothing,4,716,179,64,2024-02-03,North,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,1,501,501,350,2024-02-03,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,3,675,225,141,2024-02-04,South,Smartphone X1,Sports,141,225
P002,Product_2,Books,1,524,524,416,2024-02-04,West,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-02-04,West,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,4,2020,505,477,2024-02-04,West,LED TV 42inch,Books,477,505
P005,Product_5,Books,3,1260,420,313,2024-02-04,West,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,3,1884,628,480,2024-02-04,South,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-02-04,East,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,4,1348,337,255,2024-02-04,South,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-02-04,East,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,3,1707,569,469,2024-02-04,East,Backpack Travel,Books,469,569
P011,Product_11,Sports,4,1016,254,99,2024-02-04,East,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,5,2955,591,409,2024-02-04,West,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,2,1238,619,437,2024-02-04,South,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,2,206,103,51,2024-02-04,East,Air Purifier,Clothing,51,103
P015,Product_15,Sports,1,581,581,439,2024-02-04,North,Table Lamp,Sports,439,581
P016,Product_16,Clothing,2,254,127,103,2024-02-04,East,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,4,860,215,155,2024-02-04,South,Tennis Racket,Sports,155,215
P018,Product_18,Books,2,712,356,309,2024-02-04,West,Football Size 5,Books,309,356
P019,Product_19,Electronics,2,1026,513,359,2024-02-04,North,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,4,1324,331,240,2024-02-04,East,Camping Tent,Sports,240,331
P021,Product_21,Clothing,3,1446,482,451,2024-02-04,West,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,4,1792,448,267,2024-02-04,South,Fiction Novel B,Books,267,448
P023,Product_23,Sports,1,145,145,93,2024-02-04,South,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,3,834,278,211,2024-02-04,North,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,6,2526,421,251,2024-02-04,North,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-02-04,East,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,1,375,375,319,2024-02-04,West,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-02-04,West,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,6,3264,544,353,2024-02-04,South,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,4,1772,443,320,2024-02-04,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-04,East,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,1,421,421,301,2024-02-04,East,Formal Trousers,Sports,301,421
P033,Product_33,Sports,5,2165,433,239,2024-02-04,South,Casual Sneakers,Sports,239,433
P035,Product_35,Home & Kitchen,5,1410,282,262,2024-02-04,South,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-02-04,West,Microwave Oven,Books,257,281
P038,Product_38,Books,3,1527,509,387,2024-02-04,West,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,6,2772,462,416,2024-02-04,West,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,3,774,258,102,2024-02-04,East,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,2,726,363,329,2024-02-04,West,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,2,1136,568,459,2024-02-04,North,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,2,654,327,266,2024-02-04,North,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,3,1332,444,301,2024-02-04,West,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,7,3045,435,237,2024-02-04,West,Jump Rope,Clothing,237,435
P047,Product_47,Clothing,3,615,205,90,2024-02-04,South,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,3,831,277,206,2024-02-04,South,Math Workbook,Books,206,277
P049,Product_49,Clothing,4,716,179,64,2024-02-04,East,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,3,1503,501,350,2024-02-04,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,3,675,225,141,2024-02-05,North,Smartphone X1,Sports,141,225
P002,Product_2,Books,3,1572,524,416,2024-02-05,East,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-02-05,West,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,7,3535,505,477,2024-02-05,West,LED TV 42inch,Books,477,505
P005,Product_5,Books,2,840,420,313,2024-02-05,East,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,2,1256,628,480,2024-02-05,North,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-02-05,North,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-02-05,West,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,4,1152,288,130,2024-02-05,South,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,2,1138,569,469,2024-02-05,East,Backpack Travel,Books,469,569
P011,Product_11,Sports,3,762,254,99,2024-02-05,East,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,3,1773,591,409,2024-02-05,West,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,3,1857,619,437,2024-02-05,East,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,2,206,103,51,2024-02-05,North,Air Purifier,Clothing,51,103
P015,Product_15,Sports,3,1743,581,439,2024-02-05,West,Table Lamp,Sports,439,581
P016,Product_16,Clothing,1,127,127,103,2024-02-05,North,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,5,1075,215,155,2024-02-05,South,Tennis Racket,Sports,155,215
P018,Product_18,Books,4,1424,356,309,2024-02-05,East,Football Size 5,Books,309,356
P019,Product_19,Electronics,3,1539,513,359,2024-02-05,East,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,4,1324,331,240,2024-02-05,North,Camping Tent,Sports,240,331
P021,Product_21,Clothing,3,1446,482,451,2024-02-05,West,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,3,1344,448,267,2024-02-05,West,Fiction Novel B,Books,267,448
P023,Product_23,Sports,4,580,145,93,2024-02-05,East,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,3,834,278,211,2024-02-05,North,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,4,1684,421,251,2024-02-05,South,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-02-05,North,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,5,1875,375,319,2024-02-05,West,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,4,2072,518,400,2024-02-05,East,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,2,1088,544,353,2024-02-05,East,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,3,1329,443,320,2024-02-05,East,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-05,South,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,4,1684,421,301,2024-02-05,South,Formal Trousers,Sports,301,421
P033,Product_33,Sports,4,1732,433,239,2024-02-05,West,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,5,2475,495,345,2024-02-05,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,2,564,282,262,2024-02-05,North,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,3,843,281,257,2024-02-05,North,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,3,1341,447,286,2024-02-05,South,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,3,1527,509,387,2024-02-05,East,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,2,924,462,416,2024-02-05,West,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,3,774,258,102,2024-02-05,West,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,2,726,363,329,2024-02-05,South,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,6,3408,568,459,2024-02-05,South,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,4,1308,327,266,2024-02-05,East,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,2,888,444,301,2024-02-05,East,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,1,435,435,237,2024-02-05,South,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,4,2044,511,429,2024-02-05,West,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,4,820,205,90,2024-02-05,East,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,2,554,277,206,2024-02-05,East,Math Workbook,Books,206,277
P049,Product_49,Clothing,6,1074,179,64,2024-02-05,West,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,3,1503,501,350,2024-02-05,East,Travel Guide Europe,Sports,350,501
P002,Product_2,Books,3,1572,524,416,2024-02-06,West,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,1,583,583,493,2024-02-06,North,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,2,1010,505,477,2024-02-06,East,LED TV 42inch,Books,477,505
P005,Product_5,Books,3,1260,420,313,2024-02-06,East,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,2,1256,628,480,2024-02-06,North,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-02-06,West,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-02-06,East,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-02-06,North,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,5,2845,569,469,2024-02-06,West,Backpack Travel,Books,469,569
P011,Product_11,Sports,1,254,254,99,2024-02-06,East,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,3,1773,591,409,2024-02-06,South,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,3,1857,619,437,2024-02-06,North,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,3,309,103,51,2024-02-06,West,Air Purifier,Clothing,51,103
P015,Product_15,Sports,4,2324,581,439,2024-02-06,South,Table Lamp,Sports,439,581
P016,Product_16,Clothing,4,508,127,103,2024-02-06,West,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,1,215,215,155,2024-02-06,South,Tennis Racket,Sports,155,215
P018,Product_18,Books,4,1424,356,309,2024-02-06,South,Football Size 5,Books,309,356
P019,Product_19,Electronics,2,1026,513,359,2024-02-06,North,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,1,331,331,240,2024-02-06,North,Camping Tent,Sports,240,331
P021,Product_21,Clothing,3,1446,482,451,2024-02-06,South,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,4,1792,448,267,2024-02-06,North,Fiction Novel B,Books,267,448
P024,Product_24,Electronics,4,1112,278,211,2024-02-06,West,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,3,1263,421,251,2024-02-06,East,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,4,2304,576,495,2024-02-06,West,Smartwatch Series 5,Home & Kitchen,495,576
P028,Product_28,Clothing,2,1036,518,400,2024-02-06,South,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,6,3264,544,353,2024-02-06,West,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,4,1772,443,320,2024-02-06,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-06,West,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,2,842,421,301,2024-02-06,West,Formal Trousers,Sports,301,421
P033,Product_33,Sports,1,433,433,239,2024-02-06,North,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,2,990,495,345,2024-02-06,South,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,3,846,282,262,2024-02-06,South,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-02-06,East,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-02-06,West,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,3,1527,509,387,2024-02-06,West,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,3,1386,462,416,2024-02-06,East,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,1,258,258,102,2024-02-06,South,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,3,1089,363,329,2024-02-06,West,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,4,2272,568,459,2024-02-06,East,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,3,981,327,266,2024-02-06,East,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,2,888,444,301,2024-02-06,East,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,2,870,435,237,2024-02-06,West,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,4,2044,511,429,2024-02-06,South,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,1,205,205,90,2024-02-06,South,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,4,1108,277,206,2024-02-06,East,Math Workbook,Books,206,277
P049,Product_49,Clothing,1,179,179,64,2024-02-06,East,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,2,1002,501,350,2024-02-06,South,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,1,225,225,141,2024-02-07,East,Smartphone X1,Sports,141,225
P002,Product_2,Books,1,524,524,416,2024-02-07,East,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-02-07,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,4,2020,505,477,2024-02-07,West,LED TV 42inch,Books,477,505
P005,Product_5,Books,3,1260,420,313,2024-02-07,East,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,4,2512,628,480,2024-02-07,West,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,2,478,239,84,2024-02-07,East,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-02-07,East,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,5,1440,288,130,2024-02-07,East,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,5,2845,569,469,2024-02-07,North,Backpack Travel,Books,469,569
P011,Product_11,Sports,3,762,254,99,2024-02-07,West,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-02-07,West,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,4,2476,619,437,2024-02-07,East,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,3,309,103,51,2024-02-07,South,Air Purifier,Clothing,51,103
P015,Product_15,Sports,2,1162,581,439,2024-02-07,East,Table Lamp,Sports,439,581
P016,Product_16,Clothing,3,381,127,103,2024-02-07,North,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,3,645,215,155,2024-02-07,East,Tennis Racket,Sports,155,215
P018,Product_18,Books,5,1780,356,309,2024-02-07,North,Football Size 5,Books,309,356
P019,Product_19,Electronics,3,1539,513,359,2024-02-07,East,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,2,662,331,240,2024-02-07,West,Camping Tent,Sports,240,331
P021,Product_21,Clothing,4,1928,482,451,2024-02-07,East,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,4,1792,448,267,2024-02-07,West,Fiction Novel B,Books,267,448
P023,Product_23,Sports,1,145,145,93,2024-02-07,South,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,5,1390,278,211,2024-02-07,South,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,2,842,421,251,2024-02-07,East,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,1,576,576,495,2024-02-07,East,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,2,750,375,319,2024-02-07,South,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,5,2590,518,400,2024-02-07,North,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,4,2176,544,353,2024-02-07,South,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,5,2215,443,320,2024-02-07,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-07,North,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,1,421,421,301,2024-02-07,South,Formal Trousers,Sports,301,421
P033,Product_33,Sports,2,866,433,239,2024-02-07,South,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,1,495,495,345,2024-02-07,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,4,1128,282,262,2024-02-07,North,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-02-07,West,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,2,894,447,286,2024-02-07,East,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,3,1527,509,387,2024-02-07,West,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,4,1848,462,416,2024-02-07,North,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,2,516,258,102,2024-02-07,South,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,3,1089,363,329,2024-02-07,North,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,4,2272,568,459,2024-02-07,South,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,2,654,327,266,2024-02-07,West,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,3,1332,444,301,2024-02-07,West,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,2,870,435,237,2024-02-07,West,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,5,2555,511,429,2024-02-07,South,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,7,1435,205,90,2024-02-07,East,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,4,1108,277,206,2024-02-07,East,Math Workbook,Books,206,277
P049,Product_49,Clothing,2,358,179,64,2024-02-07,East,Language Learning Book,Clothing,64,179
P001,Product_1,Sports,3,675,225,141,2024-02-08,North,Smartphone X1,Sports,141,225
P002,Product_2,Books,3,1572,524,416,2024-02-08,North,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-02-08,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,1,505,505,477,2024-02-08,North,LED TV 42inch,Books,477,505
P005,Product_5,Books,7,2940,420,313,2024-02-08,South,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,4,2512,628,480,2024-02-08,West,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,7,1673,239,84,2024-02-08,South,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,4,1348,337,255,2024-02-08,North,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-02-08,West,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,2,1138,569,469,2024-02-08,West,Backpack Travel,Books,469,569
P011,Product_11,Sports,4,1016,254,99,2024-02-08,South,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-02-08,East,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,5,3095,619,437,2024-02-08,North,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,4,412,103,51,2024-02-08,North,Air Purifier,Clothing,51,103
P017,Product_17,Sports,4,860,215,155,2024-02-08,East,Tennis Racket,Sports,155,215
P018,Product_18,Books,2,712,356,309,2024-02-08,North,Football Size 5,Books,309,356
P019,Product_19,Electronics,2,1026,513,359,2024-02-08,East,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,5,1655,331,240,2024-02-08,East,Camping Tent,Sports,240,331
P021,Product_21,Clothing,3,1446,482,451,2024-02-08,West,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,4,1792,448,267,2024-02-08,West,Fiction Novel B,Books,267,448
P024,Product_24,Electronics,2,556,278,211,2024-02-08,South,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,3,1263,421,251,2024-02-08,West,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-02-08,East,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,2,750,375,319,2024-02-08,South,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-02-08,North,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,2,1088,544,353,2024-02-08,East,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,2,886,443,320,2024-02-08,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-02-08,West,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,4,1684,421,301,2024-02-08,East,Formal Trousers,Sports,301,421
P033,Product_33,Sports,1,433,433,239,2024-02-08,South,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,4,1980,495,345,2024-02-08,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,1,282,282,262,2024-02-08,East,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,5,1405,281,257,2024-02-08,East,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,1,447,447,286,2024-02-08,South,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,4,2036,509,387,2024-02-08,South,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,3,1386,462,416,2024-02-08,West,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,2,516,258,102,2024-02-08,West,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,2,726,363,329,2024-02-08,East,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,1,568,568,459,2024-02-08,North,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,2,654,327,266,2024-02-08,West,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,1,444,444,301,2024-02-08,North,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,3,1305,435,237,2024-02-08,South,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,1,511,511,429,2024-02-08,South,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,1,205,205,90,2024-02-08,West,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,2,554,277,206,2024-02-08,East,Math Workbook,Books,206,277
P049,Product_49,Clothing,5,895,179,64,2024-02-08,South,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,6,3006,501,350,2024-02-08,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,2,450,225,141,2024-02-09,East,Smartphone X1,Sports,141,225
P002,Product_2,Books,3,1572,524,416,2024-02-09,West,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,5,2915,583,493,2024-02-09,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,5,2525,505,477,2024-02-09,West,LED TV 42inch,Books,477,505
P006,Product_6,Clothing,3,1884,628,480,2024-02-09,East,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-02-09,East,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,1,337,337,255,2024-02-09,East,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,1,288,288,130,2024-02-09,North,Sports Watch,Home & Kitchen,130,288
P011,Product_11,Sports,3,762,254,99,2024-02-09,East,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-02-09,East,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,1,619,619,437,2024-02-09,South,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,6,618,103,51,2024-02-09,North,Air Purifier,Clothing,51,103
P016,Product_16,Clothing,1,127,127,103,2024-02-09,North,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,3,645,215,155,2024-02-09,West,Tennis Racket,Sports,155,215
P018,Product_18,Books,2,712,356,309,2024-02-09,East,Football Size 5,Books,309,356
P019,Product_19,Electronics,2,1026,513,359,2024-02-09,South,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,6,1986,331,240,2024-02-09,West,Camping Tent,Sports,240,331
P021,Product_21,Clothing,3,1446,482,451,2024-02-09,East,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,1,448,448,267,2024-02-09,North,Fiction Novel B,Books,267,448
P023,Product_23,Sports,3,435,145,93,2024-02-09,East,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,4,1112,278,211,2024-02-09,East,Self-help Guide,Electronics,211,278
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-02-09,South,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,1,375,375,319,2024-02-09,South,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-02-09,South,Wireless Mouse,Clothing,400,518
